index,mfg,racket,headsize,length,weight,balance,swingweight,flex,acor,sweet,twistweight,vibration,pcode,rccode,units,changed,current
1232,Yonex,VCORE Xi 98,98,27.0,324,32.9,311,69,40,15,13.5,156,YVXI98,RCYONEX,,racquetA,
1233,Yonex,VCORE Tour G 330 (Wawrinka),97,27.0,345,32.0,330,63,42,17,14.6,141,YVCTGH,RCYONEX,,racquetA,
1234,Yonex,VCORE Tour 97 (310g),97,27.0,327,32.3,312,68,40,15,13.5,150,YVT97,RCYONEX,,racquetA,
1235,Yonex,Vcore Tour F 93,93,27.0,326,32.0,311,65,40,14,12.3,141,VCTF93,RCYONEX,,racquetA,
1236,Yonex,Vcore Duel G 97 (330g),97,27.0,346,32.3,334,67,42,17,14.1,147,DG97,RCYONEX,,racquetA,
1237,Yonex,Vcore Tour F 97 (290),97,27.0,308,33.7,314,66,40,15,13.1,152,VCTF97,RCYONEX,,racquetA,
1238,Yonex,VCORE Pro 97 (310) (2018),97,27.0,326,32.0,317,64,40,16,13.5,142,VCP97,RCYONEX,,racquetA,x
1239,Yonex,VCORE Tour G (310),97,27.0,328,32.1,313,63,40,15,14.0,141,YVCTGL,RCYONEX,,racquetA,
1240,Yonex,VCore SV 100+,100,27.5,308,33.8,339,70,43,18,14.6,152,CSV1HP,RCYONEX,,racquetA,x
1241,Yonex,Vcore Si 98,98,27.0,321,32.9,319,71,41,16,13.9,160,VSI98,RCYONEX,,racquetA,
